T,EC,VWC,Emisi
34.14999962,0.0725,0.274587929,3.67
32.62500095,0.079999998,0.278404333,3.566666667
31.92500019,0.079999998,0.27770716,3.5
31.2750001,0.079999998,0.277241498,3.44
30.6500001,0.079999998,0.276930653,3.393333333
30.0999999,0.079999998,0.276852891,3.356666667
29.69999981,0.079999998,0.276775129,3.45
29.29999971,0.079999998,0.276541695,3.343333333
29.0250001,0.079999998,0.276152313,3.283333333
28.7750001,0.079999998,0.275918454,3.363333333
28.55000019,0.079999998,0.275762498,3.336666667
28.29999971,0.079999998,0.275528364,3.356666667
28.12500048,0.079999998,0.275450319,3.323333333
27.9749999,0.079999998,0.27529408,3.353333333
27.82499933,0.079999998,0.275137767,3.483333333
27.72500038,0.079999998,0.275059648,3.376666667
27.39999962,0.097500002,0.29372827,2.903333333
27.4749999,0.100000001,0.299105726,3.32
27.92500019,0.100000001,0.297503032,3.45
28.54999971,0.100000001,0.295452371,3.72
29.19999981,0.100000001,0.293387927,3.996666667
30.0999999,0.100000001,0.291384637,4.07
30.75,0.100000001,0.289593667,4.033333333
31.10000038,0.095000003,0.287717246,4.206666667
31.29999924,0.090000004,0.286057264,3.92
31.17499971,0.090000004,0.284616582,3.883333333
30.6500001,0.090000004,0.283093475,3.806666667
30.0999999,0.090000004,0.282099858,3.626666667
29.57499981,0.090000004,0.281716771,3.656666667
29.07499981,0.090000004,0.281026229,3.596666667
28.70000029,0.090000004,0.280795768,3.496666667
28.3499999,0.090000004,0.280565098,3.506666667
28.05000019,0.090000004,0.280257314,3.373333333
27.70000029,0.090000004,0.279949248,3.313333333
27.42499971,0.090000004,0.279718012,3.393333333
27.17500019,0.090000004,0.279563755,3.373333333
26.9749999,0.090000004,0.279486626,3.386666667
26.89999962,0.085000001,0.279486626,3.333333333
26.77499962,0.087500002,0.279486626,3.5
26.87499952,0.087500002,0.279409431,3.673333333
27.35000038,0.090000004,0.279409431,3.993333333
28.42499971,0.090000004,0.279486626,3.93
29.6500001,0.090000004,0.279486626,4.12
30.95000029,0.090000004,0.279409431,4.556666667
32.5,0.090000004,0.279332235,5.033333333
34.07500076,0.079999998,0.279563755,5.256666667
34.625,0.079999998,0.278790943,4.703333333
34.02499962,0.079999998,0.276774988,4.653333333
33.55000019,0.079999998,0.275606267,5.153333333
33,0.079999998,0.274120212,4.53
32.14999962,0.079999998,0.27309972,4.336666667
31.375,0.079999998,0.272312574,4.24
30.69999981,0.0825,0.271760575,4.09
27.9749999,0.127499996,0.32328935,4.253333333
28.34999943,0.119999997,0.313298576,4.12
28.39999962,0.114999998,0.309884079,4.26
28.29999924,0.112499999,0.308125943,4.25
28.20000076,0.109999999,0.306853592,4.226666667
28.15000057,0.109999999,0.305504464,4.273333333
28.05000019,0.109999999,0.304435462,4.353333333
27.9749999,0.109999999,0.303434074,4.34
27.77499962,0.109999999,0.302645124,4.493333333
27.7750001,0.109999999,0.301349424,4.766666667
29.59999943,0.1075,0.297721766,5.31
31.35000038,0.100000001,0.294863254,5.53
32.60000038,0.095000003,0.292647459,5.75
33.52499962,0.090000004,0.290415667,5.71
34.17500019,0.090000004,0.288619332,5.61
34.25,0.090000004,0.286510423,5.776666667
33.97500038,0.090000004,0.284996524,5.286666667
33.44999886,0.087500002,0.283931866,5.156666667
32.60000038,0.087500002,0.282329328,4.826666667
31.7249999,0.090000004,0.281640202,4.58
31.02499962,0.090000004,0.281486794,4.416666667
30.44999981,0.090000004,0.28133332,4.126666667
30.05000019,0.090000004,0.281026304,4.15
29.5999999,0.090000004,0.280872613,4.006666667
29.1500001,0.090000004,0.280565098,3.933333333
28.87499952,0.090000004,0.280257314,3.936666667
28.60000038,0.090000004,0.280180335,3.723333333
28.44999981,0.090000004,0.280026302,3.96
28.25,0.090000004,0.279872194,3.826666667
28.07500029,0.090000004,0.279718012,3.723333333
27.92499971,0.090000004,0.27979514,3.886666667
27.72500038,0.090000004,0.279486626,3.923333333
27.75,0.090000004,0.279177845,4.17
27.9749999,0.090000004,0.279332235,4.14
28.125,0.095000003,0.290566772,4.446666667
29.47500038,0.100000001,0.294641457,5.16
31.6500001,0.100000001,0.290862739,5.54
33.42500019,0.090000004,0.288393833,5.62
34.75,0.090000004,0.286737308,5.83
35.77500057,0.090000004,0.285527214,6.146666667
36.14999962,0.090000004,0.284007944,5.97
35.69999981,0.087500002,0.281716347,5.553333333
34.92499924,0.079999998,0.280025795,5.213333333
33.89999962,0.079999998,0.277939521,5
32.97499943,0.079999998,0.276541553,4.68
32.19999933,0.087500002,0.275684386,4.603333333
31.57499981,0.087500002,0.275137767,4.613333333
31.125,0.085000001,0.274590284,4.603333333
30.625,0.090000004,0.274041876,4.53
30.1500001,0.090000004,0.27380652,4.253333333
29.55000019,0.109999999,0.296542011,4.236666667
28.9749999,0.114999998,0.305645421,4.43
28.67500019,0.109999999,0.303075217,4.343333333
28.37499952,0.109999999,0.300988436,4.303333333
28.07500029,0.109999999,0.299613751,4.286666667
27.87499952,0.109999999,0.298378579,4.38
27.82499933,0.109999999,0.296991907,4.573333333
28.0999999,0.102500001,0.295893162,4.643333333
28.875,0.100000001,0.294421785,5.15
29.75,0.100000001,0.292425126,5.21
30.80000019,0.100000001,0.290564969,5.376666667
31.67499971,0.100000001,0.288694151,5.45
32.25,0.097500002,0.286812477,5.603333333
32.69999981,0.090000004,0.285451487,5.563333333
33.35000038,0.090000004,0.28454072,5.59
33.47500038,0.090000004,0.283016913,5.36
33.02499962,0.090000004,0.281333044,5.07
32.30000019,0.090000004,0.279794849,4.91
31.5999999,0.090000004,0.278791361,4.93
31.07499981,0.090000004,0.278172322,4.91
30.57500029,0.090000004,0.277862258,4.74
30.25,0.090000004,0.277396813,4.613333333
29.92499971,0.090000004,0.277163804,4.596666667
29.6500001,0.090000004,0.276697367,4.52
29.29999971,0.090000004,0.276541695,4.516666667
29.10000038,0.090000004,0.276308119,4.573333333
28.89999962,0.090000004,0.276152313,4.433333333
28.72500038,0.090000004,0.275918454,4.353333333
28.57500029,0.090000004,0.275762498,4.33
28.42499971,0.090000004,0.275606409,4.576666667
28.39999962,0.090000004,0.275528364,4.703333333
28.44999981,0.090000004,0.275450319,4.58
28.62500048,0.090000004,0.276618749,3.753333333
28.7750001,0.137499999,0.325510032,3.486666667
28.5,0.140000001,0.327176258,3.676666667
29.5250001,0.129999995,0.315508664,5.023333333
29.92499971,0.129999995,0.311212622,5.026666667
30.07500029,0.124999996,0.307984188,4.813333333
29.89999962,0.119999997,0.305930912,4.683333333
29.5,0.119999997,0.304435261,4.61
29.05000019,0.119999997,0.30314739,4.776666667
28.75,0.119999997,0.301925935,4.83
28.42499971,0.119999997,0.301061004,4.94
28.17500019,0.119999997,0.300265908,4.92
27.92499971,0.119999997,0.299468733,4.616666667
27.65000057,0.119999997,0.298887804,4.606666667
27.39999962,0.109999999,0.298305802,4.603333333
27.20000029,0.109999999,0.297722578,4.523333333
27.0250001,0.112499999,0.297065288,4.39
26.89999962,0.112499999,0.296479836,4.273333333
26.82499933,0.109999999,0.296113379,4.223333333
26.79999924,0.109999999,0.295746535,4.486666667
30.62500048,0.109999999,0.292202443,5.316666667
31.80000019,0.1075,0.290565036,5.33
32.22500038,0.102500001,0.288844414,5.496666667
32.47500038,0.100000001,0.287491411,5.57
32.5,0.100000001,0.285905883,5.363333333
32.17500019,0.100000001,0.285072461,4.95
31.75,0.100000001,0.284236573,4.786666667
31.2750001,0.100000001,0.283627585,4.626666667
30.67500019,0.100000001,0.282864563,4.66
30.1500001,0.100000001,0.282405958,4.466666667
29.7249999,0.100000001,0.282099858,4.58
29.25,0.100000001,0.281870112,4.403333333
28.94999981,0.100000001,0.281563498,4.523333333
28.67500019,0.100000001,0.281333387,4.473333333
28.39999962,0.100000001,0.281179845,4.37
28.15000057,0.100000001,0.281026304,4.4
27.92499971,0.100000001,0.280718923,4.293333333
27.72500038,0.100000001,0.28064201,4.293333333
27.60000038,0.100000001,0.28064201,4.336666667
27.5,0.100000001,0.280411273,4.176666667
27.39999962,0.100000001,0.280334294,4.393333333
27.39999962,0.100000001,0.280411273,4.396666667
27.75,0.100000001,0.280488119,4.533333333
28.42500019,0.100000001,0.280565098,4.776666667
29.19999981,0.100000001,0.280565098,4.81
29.97500038,0.100000001,0.280334294,5.086666667
30.7249999,0.100000001,0.280334294,5.13
31.44999981,0.100000001,0.280026302,5.076666667
31.72500038,0.100000001,0.279563688,5.203333333
31.87499952,0.097500002,0.278868698,5.073333333
31.87499952,0.095000003,0.278017364,4.87
31.6500001,0.100000001,0.277163662,4.586666667
31.17499971,0.100000001,0.276074335,4.543333333
30.5,0.095000003,0.2753722,4.533333333
30.05000019,0.100000001,0.274746805,4.49
29.5999999,0.100000001,0.274041809,4.453333333
29.2249999,0.095000003,0.273806594,4.413333333
28.92499971,0.095000003,0.273571163,4.323333333
28.65000057,0.100000001,0.273335509,4.363333333
28.42499971,0.097500002,0.273178339,4.386666667
28.20000029,0.092500003,0.27309972,4.27
28.0250001,0.090000004,0.27286379,4.093333333
27.79999971,0.090000004,0.272470176,3.956666667
27.60000038,0.090000004,0.272391409,3.986666667
27.37499952,0.090000004,0.272154972,4.063333333
27.37499952,0.090000004,0.272076137,4.446666667
28.17500019,0.095000003,0.272863716,4.813333333
29.7249999,0.095000003,0.273806445,5.25
31.5,0.092500003,0.274511948,5.346666667
33.22499943,0.090000004,0.275606409,5.766666667
34.47500038,0.090000004,0.276152313,5.826666667
35.44999981,0.090000004,0.276230216,5.916666667
35.52499962,0.090000004,0.275293931,5.83
35,0.090000004,0.274119996,5.19
34.44999981,0.090000004,0.272942409,4.853333333
33.80000019,0.090000004,0.272076063,4.64
32.94999886,0.090000004,0.271128535,4.556666667
32.19999933,0.090000004,0.270336926,4.62
31.45000029,0.090000004,0.269781761,4.48
30.875,0.090000004,0.269464195,4.34
30.3499999,0.090000004,0.269305214,4.32
29.94999981,0.090000004,0.269066676,4.263333333
29.55000019,0.090000004,0.26874838,4.276666667
29.17500019,0.090000004,0.268589132,4.176666667
28.89999962,0.090000004,0.268350095,4.15
28.60000038,0.090000004,0.268190682,4.09
28.32499981,0.090000004,0.267951362,4.066666667
28.12500048,0.090000004,0.267871588,4.1
28,0.090000004,0.267871588,4.123333333
28,0.090000004,0.267871588,4.183333333
28.1500001,0.090000004,0.267871588,4.226666667
28.57499981,0.090000004,0.268190682,4.276666667
29.125,0.090000004,0.268429801,4.446666667
29.9749999,0.090000004,0.26874838,4.756666667
30.80000019,0.090000004,0.269225657,4.736666667
31.45000029,0.090000004,0.269464195,4.9
32.10000038,0.090000004,0.26970242,5.006666667
32.67499924,0.090000004,0.26970242,4.813333333
32.75,0.090000004,0.269305214,4.436666667
32.375,0.090000004,0.268668756,4.233333333
31.7249999,0.090000004,0.267951362,4.286666667
31.07499981,0.090000004,0.267392352,4.21
30.4749999,0.090000004,0.266992539,4.2
30.05000019,0.090000004,0.266592294,4.256666667
29.7249999,0.090000004,0.266432017,4.01
29.32499981,0.090000004,0.26627174,3.993333333
29,0.090000004,0.265950888,3.96
28.7750001,0.090000004,0.265870601,3.996666667
28.5,0.090000004,0.265710026,3.89
28.34999943,0.090000004,0.265549384,3.906666667
28.17500067,0.090000004,0.26546903,3.966666667
28.0250001,0.090000004,0.265388675,3.823333333
27.79999971,0.090000004,0.265147462,3.98
27.72500038,0.087500002,0.264986604,4.09
28.0999999,0.090000004,0.265308246,4.21
34.30000019,0.059999999,0.264100343,5.02
34.64999962,0.059999999,0.264019616,4.666666667
34.12500095,0.059999999,0.262807235,4.363333333
33.5,0.059999999,0.26142814,4.27
32.77499962,0.059999999,0.260533117,4.193333333
31.99999952,0.059999999,0.259880811,4.123333333
31.3499999,0.059999999,0.259308979,4.066666667
30.75,0.059999999,0.258736275,4.03
30.25,0.064999999,0.258490562,3.983333333
29.87499952,0.07,0.258244626,4.113333333
29.55000019,0.064999999,0.257834464,4.01
29.2249999,0.059999999,0.25783439,4.026666667
28.92499971,0.059999999,0.257670224,4.003333333
34.55000019,0.059999999,0.262969047,5.073333333
35.55000114,0.059999999,0.263615996,4.88
35.90000153,0.059999999,0.263535202,4.93
35.77500057,0.059999999,0.262807235,4.87
35.52499962,0.059999999,0.26199656,4.92
34.92499924,0.059999999,0.260695897,4.616666667
30.92499971,0.152500004,0.330282405,3.756666667
30.60000038,0.137499999,0.316874102,3.82
30.29999971,0.132499997,0.30995179,3.853333333
30,0.129999995,0.306000963,3.82
29.7249999,0.119999997,0.302859768,3.846666667
29.37499952,0.119999997,0.300337888,3.88
29.10000038,0.119999997,0.298596703,3.856666667
28.87499952,0.114999998,0.296845607,3.823333333
28.62500048,0.109999999,0.295525961,3.88
28.44999981,0.109999999,0.294348404,3.83
28.22500038,0.109999999,0.292944133,3.81
28.0250001,0.109999999,0.292128526,3.93
27.94999981,0.109999999,0.291087069,4.166666667
28.42499971,0.109999999,0.289743446,4.636666667
29.625,0.102500001,0.28816846,4.896666667
30.9000001,0.100000001,0.286434829,5.143333333
32.27499962,0.095000003,0.284312159,5.593333333
33.62499905,0.090000004,0.282405823,5.713333333
34.65000057,0.090000004,0.281333186,5.626666667
35.19999981,0.090000004,0.279871687,5.74
35.22500038,0.087500002,0.278016858,5.643333333
35.02499962,0.079999998,0.276541337,5.746666667
34.44999981,0.079999998,0.274354927,4.883333333
33.42499924,0.079999998,0.272627488,4.68
32.42499924,0.079999998,0.271523573,4.503333333
31.625,0.079999998,0.270574659,4.33
30.97500038,0.0825,0.270099193,4.286666667
30.42500019,0.0825,0.269623011,4.16
29.94999981,0.0825,0.269384705,4.103333333
29.55000019,0.0825,0.268987119,4.24
29.2249999,0.079999998,0.268828005,3.5
24.0250001,0.074999999,0.390515164,0.66
24.34999943,0.059999999,0.337677188,2.33
24.55000019,0.059999999,0.328423172,2.646666667
24.875,0.059999999,0.32372243,2.736666667
25.4000001,0.059999999,0.32049343,2.88
26.0999999,0.059999999,0.317706078,3.053333333
26.875,0.059999999,0.3150988,3.146666667
27.54999971,0.059999999,0.313024119,3.356666667
28.30000019,0.059999999,0.311004661,3.676666667
29.04999971,0.059999999,0.308971003,3.51
29.5250001,0.059999999,0.306924179,3.383333333
29.57500029,0.059999999,0.305290878,3.36
29.37499952,0.059999999,0.304078013,3.24
28.94999981,0.059999999,0.30314739,3.176666667
28.5250001,0.059999999,0.302501447,3.053333333
28.0250001,0.059999999,0.301782124,3.076666667
27.60000038,0.059999999,0.301277459,3
27.25,0.059999999,0.300844431,2.95
26.9749999,0.059999999,0.300555333,3.036666667
26.77499962,0.059999999,0.300410718,3.023333333
26.65000057,0.059999999,0.300121173,2.976666667
26.5250001,0.059999999,0.299686462,2.886666667
26.37499952,0.059999999,0.299323648,2.846666667
26.2249999,0.059999999,0.29903321,2.286666667
23.44999981,0.059999999,0.348638728,1.153333333
23.79999971,0.059999999,0.348526753,1.323333333
24.2249999,0.059999999,0.343099765,1.766666667
24.9000001,0.059999999,0.338255033,2.31
25.7750001,0.059999999,0.334034584,2.816666667
27.07500029,0.059999999,0.330203801,3.26
28.42500019,0.059999999,0.326452039,3.116666667
28.70000076,0.059999999,0.323923759,3.066666667
28.79999971,0.059999999,0.321911216,3
28.79999971,0.059999999,0.320223235,2.91
28.44999981,0.059999999,0.318729356,2.843333333
28,0.059999999,0.317706838,2.826666667
27.62500048,0.059999999,0.316817373,2.803333333
27.2750001,0.059999999,0.316062614,2.78
27,0.059999999,0.315581419,2.71
26.79999971,0.059999999,0.315237224,2.596666667
26.62500048,0.059999999,0.314892583,2.576666667
26.44999981,0.059999999,0.31440939,2.563333333
26.32499933,0.059999999,0.313856214,2.563333333
26.10000038,0.059999999,0.313440681,2.523333333
25.84999943,0.059999999,0.313093908,2.47
25.65000057,0.059999999,0.312607758,2.41
25.44999981,0.059999999,0.312260076,2.59
25.4749999,0.059999999,0.311772212,2.936666667
33.60000038,0.059999999,0.30422049,5.423333333
34.52499962,0.059999999,0.303216763,4.54
29.97500038,0.075000001,0.383636773,1.156666667
28.20000029,0.059999999,0.321844175,2.05
27.87499952,0.059999999,0.320899755,2.056666667
27.65000057,0.059999999,0.320020214,2.09
27.42499971,0.059999999,0.319341734,2.116666667
27.29999924,0.059999999,0.318593502,2.126666667
27.17500067,0.059999999,0.317911647,2.126666667
27.05000019,0.059999999,0.317365088,2.193333333
27.0250001,0.059999999,0.316885814,2.336666667
27.25,0.059999999,0.316199884,2.623333333
28,0.059999999,0.315237097,3.363333333
29.07500029,0.059999999,0.3132324,3.963333333
30.4000001,0.059999999,0.311074458,3.713333333
30.60000038,0.059999999,0.310585104,3.736666667
31,0.059999999,0.310095102,4.356666667
31.99999952,0.059999999,0.308971323,4.33
32.47500038,0.059999999,0.307348773,3.563333333
25.9000001,0.059999999,0.386424653,0.456666667
26.5250001,0.059999999,0.346059285,0.92
26.89999962,0.059999999,0.3383829,1.206666667
27,0.059999999,0.331963964,1.463333333
26.94999981,0.059999999,0.329221949,1.526666667
26.84999943,0.059999999,0.327048942,1.6
26.75,0.059999999,0.325390905,1.673333333
26.65000057,0.059999999,0.323990986,1.71
26.60000038,0.059999999,0.322583809,1.766666667
26.5,0.059999999,0.321507253,1.8
26.5,0.059999999,0.320697032,1.833333333
26.39999962,0.059999999,0.319816671,1.856666667
26.34999943,0.059999999,0.318865791,1.866666667
25.79999971,0.067499999,0.378349274,0.226666667
24.67500019,0.059999999,0.369752273,0.653333333
27.42499971,0.055,0.338125609,1.97
28.5999999,0.059999999,0.332220472,2.26
29.1500001,0.059999999,0.327708155,2.49
29.55000019,0.059999999,0.324924655,2.643333333
29.84999943,0.059999999,0.322583489,2.683333333
30,0.059999999,0.32089968,2.823333333
29.94999981,0.059999999,0.319409229,2.683333333
29.5999999,0.059999999,0.317979835,2.656666667
29.05000019,0.059999999,0.317091331,2.6
28.57500029,0.059999999,0.316337273,2.613333333
28.25,0.059999999,0.315856598,2.563333333
27.57500029,0.050000001,0.314892583,2.573333333
27.29999971,0.050000001,0.314547494,2.533333333
27.07500029,0.050000001,0.314063713,2.503333333
26.79999971,0.050000001,0.313648507,2.45
26.55000019,0.050000001,0.313232653,2.536666667
26.29999971,0.050000001,0.312955104,2.543333333
26.10000038,0.050000001,0.312677294,2.49
25.87499952,0.050000001,0.312399216,2.576666667
25.89999962,0.050000001,0.31212087,2.836666667
26.82500029,0.0525,0.311911941,3.326666667
28.0999999,0.059999999,0.311074652,4.106666667
31.67500067,0.059999999,0.306711838,4.426666667
32.07500029,0.059999999,0.31626866,3.203333333
31.79999971,0.059999999,0.321371831,3.206666667
31.5250001,0.059999999,0.318251424,3.213333333
28.12500048,0.07,0.354157478,1.416666667
28.0250001,0.064999999,0.341597743,2.056666667
27.79999971,0.064999999,0.342990771,1.366666667
27.02499962,0.0675,0.366608977,0.676666667
26.77499962,0.059999999,0.344456643,1.15
26.70000076,0.059999999,0.338256709,1.456666667
26.62500048,0.059999999,0.335001029,1.646666667
26.60000038,0.059999999,0.332613215,1.81
26.5250001,0.059999999,0.330073856,1.91
26.42499971,0.059999999,0.328302629,1.983333333
26.27499962,0.059999999,0.326387115,2.066666667
26.17500067,0.059999999,0.325457886,2.126666667
26.10000038,0.059999999,0.325058624,2.176666667
26.15000057,0.059999999,0.324325204,2.28
26.37499952,0.059999999,0.323254757,2.463333333
26.75,0.059999999,0.321911409,2.636666667
27.05000019,0.059999999,0.320832193,2.63
27.20000029,0.059999999,0.320426583,2.666666667
27.55000019,0.059999999,0.320291221,2.92
28.04999971,0.059999999,0.319137439,2.926666667
28.4749999,0.059999999,0.317501582,2.983333333
28.57500029,0.059999999,0.318986222,3.153333333
28.70000029,0.059999999,0.323254757,3.433333333
28.75,0.059999999,0.322113484,3.436666667
28.55000019,0.059999999,0.321305051,3.4
28.17500019,0.059999999,0.320697159,3.303333333
27.8499999,0.059999999,0.320358902,3.206666667
27.57500029,0.059999999,0.320020288,3.173333333
27.29999971,0.059999999,0.319884673,3.04
27.15000057,0.059999999,0.31968113,2.986666667
26.94999981,0.059999999,0.320088021,2.896666667
26.79999971,0.059999999,0.320764638,2.933333333
26.65000057,0.059999999,0.32083232,2.903333333
26.4749999,0.059999999,0.320291169,2.86
26.37499952,0.059999999,0.320088021,2.813333333
26.25,0.059999999,0.319749057,2.823333333
26.10000038,0.059999999,0.319341734,2.946666667
26.17500019,0.059999999,0.319001839,3.153333333
26.875,0.050000001,0.315168209,4.006666667
29.8499999,0.059999999,0.312954716,3.833333333
30.85000038,0.057499999,0.316243865,3.03
31.3499999,0.057499999,0.319136545,4.126666667
32.5,0.0525,0.317431614,3.92
32.55000019,0.059999999,0.323653758,3.526666667
32.04999971,0.059999999,0.32190983,3.653333333
29.67499971,0.0775,0.37203522,1.76
27.92499971,0.07,0.364231877,2.113333333
27.84999943,0.062499999,0.349681191,2.19
27.70000029,0.059999999,0.343909472,2.21
27.5250001,0.059999999,0.340344392,2.263333333
27.29999971,0.059999999,0.33768636,2.356666667
27.10000038,0.059999999,0.335386641,2.406666667
26.89999962,0.059999999,0.333777875,2.476666667
26.72500038,0.059999999,0.332354322,2.53
26.57500029,0.059999999,0.330858372,2.52
26.44999981,0.059999999,0.33000911,2.566666667
26.39999962,0.059999999,0.328960299,2.593333333
26.34999943,0.059999999,0.328039318,2.693333333
26.29999924,0.059999999,0.327115491,2.856666667
26.34999943,0.059999999,0.326453596,3.026666667
32.22499943,0.0525,0.314409077,5.43
31.70000029,0.055,0.311911814,4.996666667
31.2750001,0.059999999,0.31051524,4.78
30.625,0.057499999,0.309463613,4.61
30.05000019,0.059999999,0.309112281,4.593333333
29.07499981,0.059999999,0.308760509,4.333333333
28.75,0.059999999,0.308690131,4.246666667
28.4749999,0.059999999,0.308549225,4.12
28.1500001,0.059999999,0.308549225,4.036666667
27.8499999,0.057499999,0.30840832,4.056666667
27.5,0.055,0.308337808,4.006666667
27.20000029,0.050000001,0.308196783,3.946666667
27,0.0525,0.308267295,3.87
26.79999971,0.059999999,0.308126271,3.85
28.8499999,0.059999999,0.305931382,4.333333333
29.7249999,0.07,0.311004661,4.446666667
30.8499999,0.07,0.309604056,4.47
31.69999981,0.07,0.308196321,4.65
32.17500019,0.07,0.306569822,4.816666667
32.5,0.07,0.305362247,4.806666667
32.44999981,0.0675,0.303720221,4.566666667
32.04999971,0.062499999,0.302285731,4.633333333
31.5250001,0.07,0.300988764,4.613333333
30.875,0.07,0.300048731,4.616666667
30.2750001,0.07,0.299323715,4.54
29.75,0.07,0.298815161,4.486666667
29.25,0.07,0.298451424,4.446666667
28.89999962,0.0675,0.298160113,4.38
28.57500029,0.07,0.297941446,4.413333333
28.29999971,0.07,0.297649667,4.33
30.4000001,0.07,0.297941379,4.773333333
31.5999999,0.0675,0.297941446,4.766666667
32.07499886,0.059999999,0.297284499,4.75
31.87499952,0.062499999,0.296113186,4.703333333
31.65000057,0.0675,0.295158558,4.523333333
31.55000019,0.07,0.294569574,4.473333333
31.39999962,0.0675,0.294127166,4.363333333
31.1500001,0.07,0.293388329,4.306666667
30.67500019,0.07,0.292647868,4.393333333
30.25,0.07,0.292128526,4.37
29.8499999,0.07,0.291979976,4.263333333
29.44999981,0.07,0.291682675,4.22
29.10000038,0.07,0.291236222,4.11
28.7750001,0.0675,0.291161746,4.26
28.5,0.07,0.291012794,4.31
28.10000038,0.062499999,0.290714622,4.1
27.8499999,0.062499999,0.290863708,4.013333333
27.62500048,0.064999999,0.290640004,3.966666667
27.44999981,0.059999999,0.290565386,3.956666667
27.4749999,0.059999999,0.290490769,4.01
28.1500001,0.0675,0.290789165,4.19
28.44999981,0.07,0.291012794,4.04
28.75,0.07,0.291012794,4.07
29.19999981,0.0675,0.291161746,4.073333333
29.7750001,0.07,0.29108727,4.22
30.25,0.07,0.291236222,4.25
30.4749999,0.07,0.291012794,4.16
30.32499981,0.07,0.290490769,4.156666667
29.9749999,0.07,0.289967909,4.11
29.55000019,0.07,0.289668769,4.156666667
29.1500001,0.07,0.289219491,4.036666667
28.7750001,0.07,0.28884469,4.01
28.4749999,0.07,0.288619608,3.946666667
28.25,0.07,0.288769662,3.835
27.975,0.07,0.288875,4.07
27.75,0.07,0.28895,3.783333333
27.575,0.0675,0.289025,3.866666667
27.4,0.0625,0.2891,3.853333333
27.25,0.06,0.2891,3.88
27.15,0.06,0.2891,3.783333333
27.025,0.07,0.2891,3.856666667
27.025,0.065,0.289025,3.853333333
27.35,0.06,0.2888,3.94
28,0.07,0.2891,4.08
29.075,0.07,0.289875,4.206666667
31,0.0625,0.290925,4.466666667
32.575,0.06,0.291,4.43
33.325,0.06,0.2907,4.456666667
33.725,0.06,0.2916,5.226666667
33.7,0.06,0.2901,4.766666667
33.575,0.06,0.289625,4.616666667
30.1,0.1175,0.3553,1.993333333
29.525,0.11,0.35065,2.14
29,0.11,0.3495,2.196666667
28.475,0.11,0.354625,2
28.1,0.11,0.3499,2.263333333
27.775,0.11,0.347925,2.293333333
27.45,0.11,0.346425,2.12
27.15,0.11,0.34715,2.146666667
26.9,0.11,0.347025,1.37
27.025,0.1,0.337625,2.936666667
27.8,0.1,0.335575,3.503333333
31.25,0.09,0.326375,4.846666667
31.625,0.09,0.323725,4.793333333
31.775,0.09,0.32155,4.973333333
31.75,0.0875,0.3198,4.873333333
31.45,0.09,0.3181,4.573333333
31,0.09,0.31695,4.473333333
30.45,0.09,0.31595,4.386666667
29.975,0.085,0.31505,4.213333333
29.525,0.09,0.3145,4.206666667
29.1,0.0875,0.3141,4.17
28.75,0.08,0.31365,4.13
28.475,0.08,0.3132,4.09
28.2,0.08,0.312825,3.95
27.875,0.08,0.312525,3.963333333
27.625,0.08,0.31215,3.946666667
27.375,0.08,0.31185,3.81
27.1,0.08,0.3116,3.99
26.9,0.08,0.311425,4.003333333
26.85,0.08,0.311275,3.973333333
28.125,0.08,0.3115,4.28
30.85,0.08,0.31045,5
32.1,0.08,0.30955,5.363333333
33.1,0.08,0.308275,5.24
33.725,0.08,0.3073,5.366666667
33.975,0.0775,0.3059,5.16
33.7,0.0725,0.3041,5.106666667
33.25,0.07,0.302825,4.926666667
32.525,0.0725,0.30125,4.65
31.725,0.0725,0.30005,4.696666667
31.075,0.08,0.299225,4.626666667
30.475,0.08,0.298625,4.54
29.975,0.08,0.29785,4.566666667
29.575,0.08,0.2974,4.55
29.15,0.075,0.29725,4.316666667
28.825,0.075,0.2968,4.37
28.525,0.08,0.296425,4.38
28.275,0.075,0.29605,4.216666667
28,0.07,0.29575,4.193333333
27.7,0.07,0.2956,4.14
27.45,0.07,0.2953,4.17
28.5,0.07,0.2956,4.23
29.375,0.0775,0.2959,4.24
30.65,0.0725,0.296275,4.673333333
32,0.07,0.2968,4.72
33.15,0.07,0.297025,4.8
33.475,0.07,0.296425,4.976666667
33.525,0.07,0.29545,4.696666667
33.075,0.07,0.2944,4.393333333
32.5,0.07,0.2933,4.32
31.85,0.07,0.292425,4.15
31.25,0.07,0.291675,4.153333333
30.675,0.07,0.29115,4.103333333
30.25,0.07,0.290775,4.126666667
29.85,0.0725,0.290625,4.053333333
29.45,0.07,0.2904,4.03
27.925,0.0975,0.3254,2.143333333
27.625,0.0975,0.325525,2.056666667
27.35,0.1,0.32685,2.316666667
27.15,0.0925,0.32555,2.416666667
26.95,0.09,0.324075,2.53
26.925,0.09,0.321975,2.746666667
27.275,0.09,0.320075,2.983333333
28,0.09,0.318,3.3
28.85,0.09,0.315075,3.696666667
29.8,0.0875,0.311825,4.12
30.65,0.08,0.309025,4.216666667
31.275,0.08,0.30675,4.396666667
31.75,0.08,0.30515,5.026666667
28.975,0.09,0.3168,2.763333333
28.575,0.09,0.3161,2.78
28.275,0.09,0.315725,2.87
28,0.09,0.315275,2.936666667
27.725,0.09,0.314975,3.03
27.475,0.09,0.314675,2.906666667
